Location,Dealer?,Latitude,Longitude
4513,1,17.84,158.95
4514,1,35.17,179.54
4515,1,34.63,166.26
4516,1,21.94,163.22
4517,1,22.56,-170.08
4518,1,20.13,161.55
4519,1,21.56,167.99
4520,1,13.94,-162.75
4521,1,21.3,166.59
4522,1,29.45,170.65
4523,1,23.5,166.15
4524,1,19.94,179.69
4525,1,20.72,176.44
4526,1,21.43,175.72
4527,1,33.89,164.25
4528,1,28.9,-178.83
4529,1,17.93,163.38
4530,1,32.35,-178.66
4531,1,23.03,-179.99
4532,1,15.91,160.73
4533,1,32.14,-178.5
4534,1,22.61,-161.81
4535,1,28.73,169.06
4536,1,20.96,168.1
4537,1,12.24,156
4538,1,22.28,-179.14
4539,1,21.57,174.67
4540,1,17.49,158.21
4541,1,20.83,-152.82
4542,1,37.39,-179.08
4543,1,34.87,179.59
4544,1,18.27,167.1
4545,1,30.92,-178.49
4546,1,32.2,-178.58
4547,1,33.07,164.84
4548,1,22.99,176.81
4549,1,28.74,175.02
4550,1,27.42,-162.04
4551,1,22.05,170.67
4552,1,15.32,161.87
4553,1,42.11,-169.91
4554,1,20.61,178.47
4555,1,45.66,-178.7
4556,1,31.41,174.71
4557,1,22.13,163.29
4558,1,31.18,168.19
4559,1,29.38,169.26
4560,1,33.01,-159.95
4561,1,21.11,162.09
4562,1,27.31,-169.33
4563,1,21.87,168.98
4564,1,18.03,164.67
4565,1,35.04,-178.7
4566,1,22.43,169.98
4567,1,19.98,170.06
4568,1,35.79,163.73
4569,1,35.23,165.28
4570,1,32.54,172.05
4571,1,22.92,171.22
4572,1,15.25,-177.3
4573,1,14.77,161.86
4574,1,30.76,169.81
4575,1,36.79,-178.64
4576,1,23.93,162.21
4577,1,28.82,169.44
4578,1,31.36,-152.59
4579,1,23.67,167.67
4580,1,17.04,158.72
4581,1,33.29,165.38
4582,1,38.92,-178.65
4583,1,20.49,161.32
4584,1,28.58,-169.15
4585,1,19.83,177.94
4586,1,35.97,-157.86
4587,1,31.55,165.96
4588,1,20.88,179.94
4589,1,21.21,177.54
4590,1,21.49,174.35
4591,1,21.33,174.77
4592,1,27.81,166.21
4593,1,34.94,-163.6
4594,1,31.51,166.07
4595,1,15.88,172.35
4596,1,21.92,174.45
4597,1,18.59,165.88
4598,1,20.16,172.83
4599,1,35.52,-157.28
4600,1,18.1,159.73
4601,1,21.51,176.37
4602,1,30.8,178.41
4603,1,25.32,-150.76
4604,1,18.99,-176.49
4605,1,22.74,169.26
4606,1,33.19,-153.03
4607,1,25.2,163.5
4608,1,32.19,178.32
4609,1,17.6,178.52
4610,1,21.59,174.39
4611,1,26.58,166.54
4612,1,19.44,-178.27
4613,1,20.09,174.97
4614,1,26.79,175.18
4615,1,21.33,179.17
4616,1,32.02,168.69
4617,1,26.58,166.18
4618,1,36.31,-160.29
4619,1,31.27,170.16
4620,1,30.82,166.93
4621,1,20.74,176.3
4622,1,35.56,-157.96
4623,1,33.13,-154.25
4624,1,45.37,-178.5
4625,1,17.2,158.42
4626,1,20.56,-161.91
4627,1,15.81,162.51
4628,1,19.4,162.49
4629,1,33.66,174.33
4630,1,32.04,-178.28
4631,1,23.01,-149.39
4632,1,17.91,167.41
4633,1,21.82,-176.43
4634,1,21.85,163.31
4635,1,21.97,163.54
4636,1,23.81,-177.11
4637,1,19.28,175.96
4638,1,20,169.97
4639,1,24.61,173.53
4640,1,32,179.55
4641,1,22.33,163.45
4642,1,32.99,165.86
4643,1,23.15,179.11
4644,1,21.02,-161.3
4645,1,27.27,167.66
4646,1,35.5,-159.2
4647,1,18.24,171.52
4648,1,33.5,164.55
4649,1,19.83,161.02
4650,1,33.01,-152.56
4651,1,17.93,158.14
4652,1,33.72,-153.5
4653,1,27.14,172.88
4654,1,30.01,-179.24
4655,1,26.3,164.41
4656,1,27.86,177.05
4657,1,25.9,-157.37
4658,1,15.86,-173.52
4659,1,23.29,-179.21
4660,1,26.89,172.31
4661,1,35.13,179.02
4662,1,16.72,-167.19
4663,1,21.86,170.64
4664,1,31.53,168.64
4665,1,20.05,170.55
4666,1,28.91,169.51
4667,1,35.15,163.68
4668,1,16.69,160.36
4669,1,27.28,-178.92
4670,1,31.71,177.25
4671,1,29.96,172.26
4672,1,22.59,170.21
4673,1,27.14,174.58
4674,1,32.99,-160.02
4675,1,21.59,168.42
4676,1,21.4,174.46
4677,1,25.9,-157.37
4678,1,56.46,-121.37
4679,1,25.41,-179.42
4680,1,22.33,-177.75
4681,1,20.33,161.38
4682,1,32.38,-153.64
4683,1,33.3,179.78
4684,1,32.5,169.93
4685,1,35.48,-173.13
4686,1,21.61,163.21
4687,1,19.96,172.6
4688,1,18.52,162.54
4689,1,26.03,-177.51
4690,1,20.69,168.26
4691,1,35.81,-177.68
4692,1,26.94,172.16
4693,1,19.76,-179.59
4694,1,35.6,165.31
4695,1,20.97,165.35
4696,1,18.98,171.92
4697,1,32.71,-173.47
4698,1,35.34,-169.5
4699,1,19.35,174.86
4700,1,20.74,168.64
4701,1,30.37,-177.04
4702,1,17,-172.52
4703,1,32.19,179.49
4704,1,16.11,162.53
4705,1,34.78,163.73
4706,1,25.83,179.46
4707,1,35.75,-157.76
4708,1,26.92,172.25
4709,1,19.07,168.34
4710,1,22.82,177.22
4711,1,25.02,-172.98
4712,1,26.56,173.95
4713,1,20.24,-175.26
4714,1,23.86,169.86
4715,1,35.31,-169.26
4716,1,22.22,163.35
4717,1,20.18,162.16
4718,1,22.07,179.97
4719,1,23.08,-153.62
4720,1,21.06,172.88
4721,1,22.36,169.27
4722,1,25.41,173.75
4723,1,22.86,172.03
4724,1,29.2,179.53
4725,1,29.94,-177.38
4726,1,30.71,177.63
4727,1,34.85,-163.16
4728,1,26.3,164.86
4729,1,18.18,164.91
4730,1,20.25,178.04
4731,1,26.92,163.18
4732,1,19.32,-179.71
4733,1,36.04,-178.94
4734,1,23.37,-150.6
4735,1,34.25,165.21
4736,1,25.32,176.49
4737,1,22.19,-177.21
4738,1,22.78,171.91
4739,1,27.11,-171.93
4740,1,24.08,-153.37
4741,1,35.43,-169.57
4742,1,25.25,-150.67
4743,1,23.8,-149.87
4744,1,17.78,160.33
4745,1,26.23,177.54
4746,1,22.07,174.38
4747,1,26,168.42
4748,1,36.78,-158.79
4749,1,22.74,169.26
4750,1,29.99,-178.55
4751,1,16.7,-167.26
4752,1,21.94,162.16
4753,1,16.38,157.89
4754,1,35.34,-169.5
4755,1,29.92,-177.34
4756,1,30.14,169.75
4757,1,33.84,176.18
4758,1,22.27,166.5
4759,1,28.57,175.43
4760,1,28.69,165.02
4761,1,33.58,175.08
4762,1,25.73,178.46
4763,1,23.46,-152.44
4764,1,25.58,-179.45
4765,1,27.67,170.46
4766,1,23.09,-179.64
4767,1,20.27,170.24
4768,1,33.26,174.69
4769,1,29.84,167.18
4770,1,30.59,-154.82
4771,1,20.92,177.59
4772,1,29.14,170.55
4773,1,35.61,-177.37
4774,1,27.81,178.72
4775,1,20.74,172.38
4776,1,28.02,170.49
4777,1,22.21,-155.27
4778,1,28.8,169.6
4779,1,22.34,169.33
4780,1,20.71,166.75
4781,1,19.17,178.78
4782,1,20.24,170.09
4783,1,26.35,174.38
4784,1,14.92,161.3
4785,1,28.66,-163.53
4786,1,18.62,-177.71
4787,1,45.2,-176.78
4788,1,29.46,-177.37
4789,1,18.7,167.41
4790,1,28.1,-169.55
4791,1,28.86,176.94
4792,1,20.41,170.63
4793,1,35.6,165.31
4794,1,20.06,160.89
4795,1,28.53,179.84
4796,1,19.79,170.72
4797,1,19.28,175.45
4798,1,34.4,-175.28
4799,1,20.23,163.28
4800,1,31.97,168.67
4801,1,29.26,165.6
4802,1,39.82,-176.84
4803,1,35.17,165.47
4804,1,27.74,165.53
4805,1,21.62,174.45
4806,1,22.76,173.28
4807,1,28.83,-178.79
4808,1,26.56,173.95
4809,1,33.37,165.39
4810,1,18.43,-176.59
4811,1,22.63,170.39
4812,1,18.16,172.45
4813,1,20.67,167.53
4814,1,28.74,175.02
4815,1,27.76,166.37
4816,1,20.85,171.4
4817,1,18.19,166.9
4818,1,23.68,-150.48
4819,1,11.19,154.06
4820,1,21.06,169.8
4821,1,22.76,167.82
4822,1,34.8,179.33
4823,1,32,166.41
4824,1,21.84,163.09
4825,1,35.7,-157.24
4826,1,19.94,169.95
4827,1,45.89,-179.17
4828,1,23.65,167.68
4829,1,17.84,172.1
4830,1,35.44,-156.7
4831,1,24,-177.51
4832,1,28.66,175.12
4833,1,18.58,-175.64
4834,1,21.17,175.03
4835,1,21,168.24
4836,1,17.6,174.62
4837,1,18.22,170.8
4838,1,25.29,175.97
4839,1,35.72,-157.83
4840,1,34.8,179.33
4841,1,21.93,-165.29
4842,1,19.73,-178.98
4843,1,15.16,-167.99
4844,1,28.83,-178.79
4845,1,19.94,169.95
4846,1,33.38,175.36
4847,1,33.54,-154.86
4848,1,21.02,168.1
4849,1,19.61,-179.61
4850,1,22.93,-179.65
4851,1,24.7,163.44
4852,1,26.34,168.75
4853,1,17.06,158.58
4854,1,34.34,179.13
4855,1,23.88,173.57
4856,1,13.34,-153.55
4857,1,16.51,159.67
4858,1,32.3,-153.61
4859,1,18.58,165.39
4860,1,14.9,161.66
4861,1,35.5,-157.63
4862,1,20.64,176.26
4863,1,20.92,177.59
4864,1,32.09,-152.98
4865,1,21.92,-175.12
4866,1,13.61,153.97
4867,1,29.65,167.76
4868,1,22.27,175.41
4869,1,17.5,166.31
4870,1,32.17,-168.56
4871,1,23.04,164.22
4872,1,25.3,-150.72
4873,1,20.07,171.47
4874,1,26.33,-150.46
4875,1,17.89,168.35
4876,1,21.75,171.68
4877,1,36.42,-176.44
4878,1,24.66,166.42
4879,1,23.07,172.23
4880,1,35.05,179.65
4881,1,25.06,169.01
4882,1,31.83,-153.48
4883,1,34.77,179.33
4884,1,21.74,172.94
4885,1,23.68,167.77
4886,1,33.68,166.28
4887,1,28.17,-179.82
4888,1,35.73,-179.91
4889,1,19.65,161.21
4890,1,34.93,-163.81
4891,1,20.54,-175.76
4892,1,21.41,175.78
4893,1,26.99,172.13
4894,1,21.45,-175.94
4895,1,21.28,166.59
4896,1,30.35,-176.01
4897,1,19.44,164.21
4898,1,32.35,-178.66
4899,1,19.29,160.33
4900,1,33.87,-174.21
4901,1,17.61,159.79
4902,1,20.34,162.66
4903,1,20.81,170.31
4904,1,33.08,-160.08
4905,1,36.41,-166.47
4906,1,18.76,165.85
4907,1,34.88,179.32
4908,1,35.64,-158.71
4909,1,26.18,162.18
4910,1,20.69,162.49
4911,1,18.18,164.91
4912,1,20.51,160.75
4913,1,25.54,164.24
4914,1,32.58,172.55
4915,1,16.46,-158.02
4916,1,32.54,-152.99
4917,1,26.77,-150.39
4918,1,29.4,177.38
4919,1,45.72,-173.3
4920,1,24.5,-167.24
4921,1,20.96,178.38
4922,1,32.84,-159.89
4923,1,33.19,165.46
4924,1,23.92,176.66
4925,1,19.6,170.72
4926,1,18.01,-170.91
4927,1,25.83,179.45
4928,1,33.47,-155.53
4929,1,35.02,-158.19
4930,1,34.29,164.01
4931,1,18.69,159.74
4932,1,10.83,163.06
4933,1,20.26,170.78
4934,1,26.51,169
4935,1,22.85,-177.01
4936,1,17.67,166.19
4937,1,18.92,176.97
4938,1,34.8,179.33
4939,1,45.61,178.2
4940,1,33.34,175.39
4941,1,15.38,-158.15
4942,1,32.14,-168.59
4943,1,33.27,177.48
4944,1,21.38,166.53
4945,1,18.95,166.1
4946,1,22.16,170.22
4947,1,39.08,-178.59
4948,1,35.92,-165.01
4949,1,33.6,-155.95
4950,1,31.44,165.95
4951,1,31.34,-168.71
4952,1,33.71,-155.56
4953,1,25.95,-179.24
4954,1,23.34,170.78
4955,1,29.46,171.7
4956,1,26.57,-169.25
4957,1,19.21,164.27
4958,1,22.69,175.1
4959,1,15.72,159.6
4960,1,24.99,175.66
4961,1,32,-173.53
4962,1,26.32,174.41
4963,1,24.04,162.06
4964,1,20.41,160.83
4965,1,19.76,162.05
4966,1,20.3,170.66
4967,1,19.83,-169.78
4968,1,19.21,171.12
4969,1,47.73,172.67
4970,1,26.39,175.22
4971,1,33.13,-176.77
4972,1,21.42,174.77
4973,1,31.81,-153.15
4974,1,17.98,166.64
4975,1,21.25,166.75
4976,1,22.26,163.8
4977,1,18.12,158.42
4978,1,29,-173.26
4979,1,35.95,-177.56
4980,1,29.41,178.54
4981,1,29.59,176.97
4982,1,27.81,-162.15
4983,1,28.5,-150.66
4984,1,14.84,161.37
4985,1,31.89,-179.27
4986,1,20.4,162.48
4987,1,20.45,171.26
4988,1,33.24,-174.58
4989,1,19.75,161.52
4990,1,27.5,164.82
4991,1,17.38,158.28
4992,1,25.88,-176.37
4993,1,15.42,160.46
4994,1,25.61,175.57
4995,1,31.18,168.19
4996,1,31.53,173.84
4997,1,31.15,179.17
4998,1,36.03,-158.05
4999,1,19.76,160.83
5000,1,45.34,-175.28
5001,1,28.16,-174.43
5002,1,23.4,-150.63
5003,1,27.25,-169.38
5004,1,20.47,179.53
5005,1,24.65,171.72
5006,1,19.81,-178.25
5007,1,28.68,-165.82
5008,1,19.12,-175.89
5009,1,30.09,168.47
5010,1,18.72,165.69
5011,1,35.68,-179.3
5012,1,25.46,178.7
5013,1,20.13,161.55
5014,1,18.65,176.49
5015,1,25.18,173.42
5016,1,27.19,175.49
5017,1,17.83,170.84
5018,1,24.02,175.92
5019,1,21.09,172.17
5020,1,23.37,-150.6
5021,1,23.64,-160.41
5022,1,35.51,-176.92
5023,1,17.8,158.9
5024,1,18.91,171.15
5025,1,48.88,177.22
5026,1,32.94,-154.55
5027,1,31.53,166.11
5028,1,26.62,165.17
5029,1,30.02,-172.79
5030,1,19.78,170.09
5031,1,34.78,163.73
5032,1,21.05,170.52
5033,1,26.78,173.86
5034,1,19.61,173.48
5035,1,21.05,167.63
5036,1,29.63,-168.47
5037,1,21.36,168.92
5038,1,37.17,-179.32
5039,1,26.39,166.34
5040,1,21.96,162.84
5041,1,34.01,166.36
5042,1,26.25,166.11
5043,1,34.99,179.32
5044,1,32.17,165.92
5045,1,31.62,165.91
5046,1,31.9,178.29
5047,1,28.53,172.12
5048,1,18.48,160.13
5049,1,20.19,167.57
5050,1,17.54,-177.4
5051,1,17.89,158.32
5052,1,20.49,172.75
5053,1,19.9,170.59
5054,1,37.24,-164.22
5055,1,32.46,-178.59
5056,1,32.97,-152.53
5057,1,26.41,166.73
5058,1,32.17,-168.52
5059,1,32.31,-178.4
5060,1,20.43,161.97
5061,1,33.25,-155.34
5062,1,35.02,179.55
5063,1,20.39,165.81
5064,1,17.66,172.72
5065,1,35.34,-169.5
5066,1,25.54,167.86
5067,1,28.78,-162.43
5068,1,20.82,175.61
5069,1,16.96,175.26
5070,1,17.73,158.76
5071,1,33.86,166.19
5072,1,23.25,173.97
5073,1,20.15,177.1
5074,1,30.64,-154.76
5075,1,41.86,-168.2
5076,1,36.71,-158.75
5077,1,32.72,-178.69
5078,1,20.21,179.78
5079,1,37.38,-166.4
5080,1,27.69,-162.55
5081,1,29.79,170.06
5082,1,26,168.42
5083,1,21.08,176.45
5084,1,24.43,-177.01
5085,1,40.55,-177.57
5086,1,20.65,162.13
5087,1,30.69,166.05
5088,1,21.08,162.49
5089,1,13.14,-135.33
5090,1,20.79,162.66
5091,1,20.31,173.03
5092,1,32.82,179.67
5093,1,34.36,-154.08
5094,1,19.1,172.67
5095,1,35.68,-157.21
5096,1,27.35,165.06
5097,1,35.2,-169.23
5098,1,19.82,175.57
5099,1,22.59,-175.9
5100,1,23.99,172.02
5101,1,27.33,164.97
5102,1,21.61,166.76
5103,1,34.98,-163.82
5104,1,28.12,176.08
5105,1,22.1,171.68
5106,1,13.06,153.53
5107,1,20.58,-178.48
5108,1,33.69,-165.39
5109,1,32.37,-179.62
5110,1,29.72,-176.87
5111,1,23.1,163.01
5112,1,30.3,-167.09
5113,1,20.84,163.19
5114,1,22.35,169.32
5115,1,19.43,175.65
5116,1,17.18,157.92
5117,1,33.06,-163.53
5118,1,21.51,173.56
5119,1,14.03,156.36
5120,1,11.4,160.74
5121,1,31.84,-158.27
5122,1,29.85,178.03
5123,1,15.34,-159.33
5124,1,27.17,-169.39
5125,1,20.74,168.64
5126,1,22.38,163.79
5127,1,19.92,167.02
5128,1,34.41,178.22
5129,1,34.92,-163.79
5130,1,33.31,165.29
5131,1,15.58,163.42
5132,1,18.45,-158.07
5133,1,23.34,-150.58
5134,1,22.77,-161.89
5135,1,20.93,174.96
5136,1,20.02,-167.86
5137,1,24.89,165.17
5138,1,31.81,-153.15
5139,1,18.99,164.12
5140,1,28.61,167.17
5141,1,19.07,175.55
5142,1,21.28,168.38
5143,1,34.86,-163.45
5144,1,20.49,-151.54
5145,1,35.54,-158.49
5146,1,35.35,163.7
5147,1,25.44,162.98
5148,1,29.63,-178.56
5149,1,20.7,168.54
5150,1,22.45,169.35
5151,1,21.4,174.46
5152,1,28.5,-150.66
5153,1,21.95,171.47
5154,1,9.14,141.53
5155,1,26.11,168.91
5156,1,19.12,170.81
5157,1,22.04,163.89
5158,1,29.62,-174.89
5159,1,32.38,-153.64
5160,1,21.51,176.37
5161,1,27.69,-176.98
5162,1,22.44,177.14
5163,1,20.76,161.99
5164,1,21.7,162.9
5165,1,23.52,173.12
5166,1,33.66,-169.85
5167,1,45.75,177.43
5168,1,32.46,-153.63
5169,1,19.21,171.91
5170,1,21.86,-153.25
5171,1,21.7,173.83
5172,1,29.21,169.76
5173,1,25.41,176.12
5174,1,18.48,160.13
5175,1,21.69,174.75
5176,1,26.2,173.56
5177,1,26.38,-159.27
5178,1,30.65,-169.29
5179,1,26.04,-150.71
5180,1,26.35,166.12
5181,1,24.89,166.14
5182,1,25.22,168.24
5183,1,19.22,-166.73
5184,1,23.7,162.67
5185,1,45.8,-179.44
5186,1,17.97,158.57
5187,1,20.79,160.8
5188,1,29.89,-178.25
5189,1,34.9,179.56
5190,1,29.88,168.53
5191,1,30.24,177.98
5192,1,29.94,177.8
5193,1,29.44,167.19
5194,1,27.84,179.87
5195,1,25.85,-157.31
5196,1,47.72,174.12
5197,1,36.34,-158.72
5198,1,20.52,174.8
5199,1,23.83,162.43
5200,1,34.12,178.29
5201,1,31.57,171.83
5202,1,23.02,176.01
5203,1,36.19,-161.21
5204,1,14.89,160.5
5205,1,15.42,164.89
5206,1,19.27,170.63
5207,1,13.26,159.95
5208,1,22.76,173.28
5209,1,35.98,-177.73
5210,1,19.98,171.55
5211,1,28.69,165.02
5212,1,32.46,165.22
5213,1,19.2,171.06
5214,1,32.07,178.87
5215,1,17.6,158.73
5216,1,31.61,174.9
5217,1,27.14,174.58
5218,1,18.8,171.18
5219,1,31.89,-179.27
5220,1,18.41,-161.44
5221,1,24.72,164.33
5222,1,23.42,-150.58
5223,1,20.86,161.7
5224,1,31.03,-178.02
5225,1,35.71,-156.49
5226,1,42.67,-169.92
5227,1,20.02,171.5
5228,1,21.68,179.23
5229,1,35.38,163.66
5230,1,18.56,-158.18
5231,1,33.2,-153.09
5232,1,31.95,178.25
5233,1,41.05,-178.36
5234,1,15.56,162.73
5235,1,22.52,164.06
5236,1,26.67,172.91
5237,1,19.36,162.84
5238,1,17.2,166.14
5239,1,22.38,175.99
5240,1,24.61,161.47
5241,1,18.07,158.58
5242,1,25.53,165.74
5243,1,33.05,-159.14
5244,1,15.69,158.07
5245,1,19.6,-178.89
5246,1,20.36,165.49
5247,1,30.71,177.63
5248,1,31.81,169.63
5249,1,31.58,-176.76
5250,1,23.78,168.45
5251,1,23.86,-177.75
5252,1,26.82,171.82
5253,1,21.28,166.39
5254,1,21.47,171.69
5255,1,17.14,160.97
5256,1,27.3,178.82
5257,1,22.56,168.97
5258,1,30.51,-154.62
5259,1,17.16,173.95
5260,1,18.98,161.64
5261,1,27.72,-162.14
5262,1,32.88,-152.81
5263,1,21.06,167.98
5264,1,32.58,-173.57
5265,1,17.49,158.21
5266,1,19.68,160.28
5267,1,32.66,-153.92
5268,1,20.63,-178.97
5269,1,23.31,176.39
5270,1,25.9,162.6
5271,1,27.98,168.32
5272,1,39.18,-179.48
5273,1,26.94,172.16
5274,1,17.64,-163.46
5275,1,21.42,171.93
5276,1,23.7,170.8
5277,1,31.03,177.4
5278,1,27.45,-162.05
5279,1,26.41,169.69
5280,1,33.15,165.46
5281,1,35.51,-159.43
5282,1,15.4,156.71
5283,1,17.51,159.19
5284,1,34.25,165.21
5285,1,22.62,-179.8
5286,1,31.63,166.05
5287,1,27.64,167.97
5288,1,19.08,160.88
5289,1,26.94,172.16
5290,1,25.61,168.06
5291,1,29.81,-177.23
5292,1,22.76,170.36
5293,1,20.08,172.52
5294,1,21.69,174.42
5295,1,28.58,168.97
5296,1,32.28,-178.6
5297,1,28.13,-173.56
5298,1,45.25,172.93
5299,1,19.57,161.62
5300,1,20.93,165.79
5301,1,34.63,163.74
5302,1,24.52,175.97
5303,1,31.13,171.19
5304,1,20.19,160.85
5305,1,15.73,162.33
5306,1,35.09,-157.35
5307,1,25.18,176.32
5308,1,20.84,167.55
5309,1,30.24,-177.3
5310,1,22.29,169.09
5311,1,23.22,-150.67
5312,1,20.26,176.48
5313,1,35.29,163.65
5314,1,25.57,-179.08
5315,1,19.69,161.27
5316,1,30.8,178.41
5317,1,32.99,-160.38
5318,1,35.9,-165.02
5319,1,26.78,173.86
5320,1,23.59,163.34
5321,1,32.71,-173.47
5322,1,43.78,-176.98
5323,1,18.29,159.78
5324,1,21.32,172.68
5325,1,18.8,179.82
5326,1,32.89,-178.13
5327,1,20.72,161.88
5328,1,26.37,173.12
5329,1,25.9,165.39
5330,1,25.41,172.92
5331,1,19.69,160.81
5332,1,14.7,-160.22
5333,1,15.58,163.46
5334,1,15.53,-158.16
5335,1,25.46,169.83
5336,1,33.37,-178.58
5337,1,21.13,166.66
5338,1,25.46,-150.38
5339,1,28.26,171.84
5340,1,35.63,-178.01
5341,1,14.85,161.14
5342,1,30.53,175.87
5343,1,29.51,177.34
5344,1,21.47,174.6
5345,1,24.24,171.87
5346,1,32.41,171.4
5347,1,7.58,143.57
5348,1,18.98,160.37
5349,1,17.68,158.69
5350,1,28.95,-178.84
5351,1,23.96,162.12
5352,1,34.61,-178.26
5353,1,32.84,-153.04
5354,1,22.61,176.44
5355,1,19.4,170.11
5356,1,31.51,-169.09
5357,1,20.81,164.62
5358,1,33.88,165.4
5359,1,20.07,162.35
5360,1,26.6,168.08
5361,1,27.01,164
5362,1,31.42,169.9
5363,1,22.02,-176.44
5364,1,32.88,-152.75
5365,1,20.12,163.66
5366,1,14.78,-176.32
5367,1,29.46,168.6
5368,1,7.84,144.57
5369,1,26.72,167.99
5370,1,27.52,167.28
5371,1,31.12,-178.78
5372,1,19.23,169.56
5373,1,30.06,169.71
5374,1,19.51,-179.19
5375,1,26.54,166.41
5376,1,25.98,164.69
5377,1,20.66,161.58
5378,1,25.32,-150.76
5379,1,28.84,169.48
5380,1,19.58,175.13
5381,1,26.42,162.79
5382,1,14.58,-166.03
5383,1,34.29,-171.4
5384,1,25.91,175.95
5385,1,32.35,-177.72
5386,1,14.06,160.56
5387,1,17.67,166.19
5388,1,19.65,160.79
5389,1,35.64,163.7
5390,1,19.47,-178.91
5391,1,28.69,165
5392,1,20.69,168.26
5393,1,33.99,-157.62
5394,1,27.8,174.17
5395,1,20.35,161.33
5396,1,15.81,162.51
5397,1,23.69,167.91
5398,1,20.79,162.66
5399,1,20.99,-179.69
5400,1,22.27,172.57
5401,1,32.97,-152.92
5402,1,34.87,-178.29
5403,1,31.42,177.03
5404,1,17.15,172.04
5405,1,27.15,168.77
5406,1,35.34,-169.33
5407,1,35.46,-158.27
5408,1,18.36,164.43
5409,1,31.57,179.67
5410,1,20.74,168.55
5411,1,23.7,170.8
5412,1,24.43,-177.01
5413,1,29.58,173.94
5414,1,32.46,179.79
5415,1,19.52,-179.16
5416,1,19.86,164.51
5417,1,23.35,178.83
5418,1,17.46,159.01
5419,1,35.59,-158.25
5420,1,34.33,177.83
5421,1,32.27,-178.05
5422,1,30.66,173.44
5423,1,20.5,172.48
5424,1,26.77,167.85
5425,1,28.84,169.48
5426,1,29.51,171.74
5427,1,24.15,176.41
5428,1,16.76,160.35
5429,1,31.47,166.17
5430,1,27.65,164.06
5431,1,33.5,164.55
5432,1,27.28,163.62
5433,1,21.93,174.74
5434,1,34.97,163.68
5435,1,29.95,-177.35
5436,1,18.9,159.85
5437,1,22.94,-179.86
5438,1,29.49,165.68
5439,1,18.04,166.85
5440,1,26.77,170.55
5441,1,34.96,-154.75
5442,1,20.26,171.56
5443,1,33.07,-179.99
5444,1,20.74,176.3
5445,1,19.41,171.75
5446,1,19.16,171.26
5447,1,30.53,-173.99
5448,1,33.15,165.32
5449,1,36.5,-175.37
5450,1,19.25,174.77
5451,1,19.85,163.54
5452,1,37.41,-179.17
5453,1,26.36,162.8
5454,1,35.75,-157.54
5455,1,17.77,158.06
5456,1,18.14,163.73
5457,1,33.98,-164.14
5458,1,17.79,160.96
5459,1,26.58,172.45
5460,1,33.58,-153.36
5461,1,17.71,160.97
5462,1,23.17,175.34
5463,1,20.45,161.93
5464,1,18.72,171.69
5465,1,26.16,167.63
5466,1,26.26,-179.3
5467,1,21.33,166.09
5468,1,35.76,-157.28
5469,1,20.78,167.03
5470,1,19.7,161.35
5471,1,19.37,179.81
5472,1,30.17,-152.04
5473,1,22.84,167.79
5474,1,14.81,157.13
5475,1,22.69,177.59
5476,1,34.98,179.36
5477,1,27.81,166.21
5478,1,35.55,-157.36
5479,1,20.01,170.2
5480,1,33.89,166.65
5481,1,27.58,171.56
5482,1,23.01,-152.54
5483,1,36.12,-177.37
5484,1,18.09,164.91
5485,1,28.29,171.82
5486,1,26.9,-161.68
5487,1,32.22,-179.43
5488,1,35.55,-158.42
5489,1,29.85,-177.49
5490,1,17.18,165.73
5491,1,21.93,165.91
5492,1,20.9,169.42
5493,1,31.41,166.07
5494,1,33.31,-153.11
5495,1,18.99,164.12
5496,1,34.25,-169.54
5497,1,27.74,166.22
5498,1,31.34,-178.65
5499,1,35.27,-164.24
5500,1,30.44,-174.75
5501,1,27.76,-162.15
5502,1,31.08,178.87
5503,1,22.41,178.69
5504,1,19.55,179.96
5505,1,33.69,-165.39
5506,1,16.41,-161.6
5507,1,46.01,174.17
5508,1,25.98,-178.41
5509,1,21.85,174.47
5510,1,32.71,-173.47
5511,1,21.03,167.51
5512,1,19.03,171.07
5513,1,21.84,163.1
5514,1,36.65,-158.76
5515,1,5.18,52.5
5516,1,24.44,168.73
5517,1,22.71,170.58
5518,1,27.65,166.84
5519,1,20.7,168.54
5520,1,32.43,178.8
5521,1,18.24,158.48
5522,1,21.14,178.24
5523,1,17.86,157.05
5524,1,19.92,162.76
5525,1,23.05,172.48
5526,1,17.78,-173.36
5527,1,32.23,-152.88
5528,1,19.92,171.56
5529,1,33.94,176.78
5530,1,2.14,151.16
5531,1,22.2,168.42
5532,1,20.27,160.93
5533,1,23.84,-177.68
5534,1,45.34,-175.28
5535,1,35.94,-157.86
5536,1,21.22,176.45
5537,1,29.56,176.58
5538,1,17.29,158.17
5539,1,32.78,176.76
5540,1,17.53,172.43
5541,1,34.94,-163.6
5542,1,32.17,174.9
5543,1,25.64,168.24
5544,1,29.45,171.05
5545,1,29.15,-179.37
5546,1,19.49,179.16
5547,1,20.06,173.17
5548,1,22.21,-155.27
5549,1,27.64,-179.59
5550,1,22.32,170.6
5551,1,21.15,168.42
5552,1,31.64,166.05
5553,1,26.82,173.4
5554,1,27.53,175.5
5555,1,35.72,-157.61
5556,1,30.33,-175.53
5557,1,20.68,168.47
5558,1,26.69,166.36
5559,1,21.1,161.05
5560,1,39.03,-179.24
5561,1,25.83,-179.48
5562,1,18.19,-174.54
